case_full_barcode	cmd	status	operation_id	num_of_repeats
TCGA-CG-4469-10A-01D-1154-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4469-10A-01D-1154_130815_VM001_0005_VMR0005CXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4469-10A-01D-1154_130815_VM001_0005_VMR0005CXX_s_8_rg.sorted.bam.bai,sample=TCGA-CG-4469-10A-01D-1154-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-4469-10A-01D-1154-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-4469-10A-01D-1154-02	Pending	Not_Assigend	0.0
TCGA-CG-4472-10A-01D-1154-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4472-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_2_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4472-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_2_rg.sorted.bam.bai,sample=TCGA-CG-4472-10A-01D-1154-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-4472-10A-01D-1154-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-4472-10A-01D-1154-02	Pending	Not_Assigend	0.0
TCGA-CG-4475-10A-01D-1154-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4475-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4475-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_6_rg.sorted.bam.bai,sample=TCGA-CG-4475-10A-01D-1154-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-4475-10A-01D-1154-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-4475-10A-01D-1154-02	Pending	Not_Assigend	0.0
TCGA-CG-4476-10A-01D-1154-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4476-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-4476-10A-01D-1154_130815_VM001_0006_VMR0006CXX_s_8_rg.sorted.bam.bai,sample=TCGA-CG-4476-10A-01D-1154-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-4476-10A-01D-1154-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-4476-10A-01D-1154-02	Pending	Not_Assigend	0.0
TCGA-CG-5717-10A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5717-10A-01D-1598_121029_SN208_0438_AC18NJACXX_s_7_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5717-10A-01D-1598_121029_SN208_0438_AC18NJACXX_s_7_rg.sorted.bam.bai,sample=TCGA-CG-5717-10A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5717-10A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5717-10A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5718-10A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5718-10A-01D-1598_121029_SN208_0438_AC18NJACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5718-10A-01D-1598_121029_SN208_0438_AC18NJACXX_s_8_rg.sorted.bam.bai,sample=TCGA-CG-5718-10A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5718-10A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5718-10A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5719-10A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5719-10A-01D-1598_121029_SN208_0439_BD1KHKACXX_s_3_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5719-10A-01D-1598_121029_SN208_0439_BD1KHKACXX_s_3_rg.sorted.bam.bai,sample=TCGA-CG-5719-10A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5719-10A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5719-10A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5720-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5720-11A-01D-1598_121029_SN208_0439_BD1KHKACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5720-11A-01D-1598_121029_SN208_0439_BD1KHKACXX_s_4_rg.sorted.bam.bai,sample=TCGA-CG-5720-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5720-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5720-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5721-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5721-11A-01D-1598_121011_SN208_0434_AC18MYACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5721-11A-01D-1598_121011_SN208_0434_AC18MYACXX_s_4_rg.sorted.bam.bai,sample=TCGA-CG-5721-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5721-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5721-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5722-11A-02D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5722-11A-02D-1598_121011_SN208_0434_AC18MYACXX_s_5_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5722-11A-02D-1598_121011_SN208_0434_AC18MYACXX_s_5_rg.sorted.bam.bai,sample=TCGA-CG-5722-11A-02D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5722-11A-02D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5722-11A-02D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5723-11A-02D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5723-11A-02D-1598_121011_SN208_0434_AC18MYACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5723-11A-02D-1598_121011_SN208_0434_AC18MYACXX_s_6_rg.sorted.bam.bai,sample=TCGA-CG-5723-11A-02D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5723-11A-02D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5723-11A-02D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5724-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5724-11A-01D-1598_121011_SN208_0434_AC18MYACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5724-11A-01D-1598_121011_SN208_0434_AC18MYACXX_s_8_rg.sorted.bam.bai,sample=TCGA-CG-5724-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5724-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5724-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5725-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5725-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_5_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5725-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_5_rg.sorted.bam.bai,sample=TCGA-CG-5725-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5725-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5725-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5726-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5726-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5726-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_6_rg.sorted.bam.bai,sample=TCGA-CG-5726-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5726-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5726-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5727-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5727-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_7_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5727-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_7_rg.sorted.bam.bai,sample=TCGA-CG-5727-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5727-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5727-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5728-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5728-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5728-11A-01D-1598_121011_SN208_0435_BD1E43ACXX_s_8_rg.sorted.bam.bai,sample=TCGA-CG-5728-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5728-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5728-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5730-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5730-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5730-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_4_rg.sorted.bam.bai,sample=TCGA-CG-5730-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5730-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5730-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5732-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5732-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_5_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5732-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_5_rg.sorted.bam.bai,sample=TCGA-CG-5732-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5732-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5732-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5733-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5733-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5733-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_6_rg.sorted.bam.bai,sample=TCGA-CG-5733-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5733-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5733-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CG-5734-11A-01D-1598-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5734-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_8_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/STAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CG-5734-11A-01D-1598_121023_SN208_0436_AC1CMBACXX_s_8_rg.sorted.bam.bai,sample=TCGA-CG-5734-11A-01D-1598-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CG-5734-11A-01D-1598-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CG-5734-11A-01D-1598-02	Pending	Not_Assigend	0.0
TCGA-CH-5741-10A-01D-1572-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CH-5741-10A-01D-1572_130104_SN1120_0209_BD1KP6ACXX_s_2_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CH-5741-10A-01D-1572_130104_SN1120_0209_BD1KP6ACXX_s_2_rg.sorted.bam.bai,sample=TCGA-CH-5741-10A-01D-1572-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CH-5741-10A-01D-1572-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CH-5741-10A-01D-1572-02	Pending	Not_Assigend	0.0
TCGA-CH-5743-10A-01D-1572-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CH-5743-10A-01D-1572_130104_SN1120_0209_BD1KP6ACXX_s_4_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CH-5743-10A-01D-1572_130104_SN1120_0209_BD1KP6ACXX_s_4_rg.sorted.bam.bai,sample=TCGA-CH-5743-10A-01D-1572-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CH-5743-10A-01D-1572-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CH-5743-10A-01D-1572-02	Pending	Not_Assigend	0.0
TCGA-CH-5744-10A-01D-1572-02	gcloud alpha genomics pipelines run --pipeline-file ~/germline_variant_snakemake/google_api/germline_snakemake.yaml --project washu-medicine-pancan --preemptible --inputs fafile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta,faifile=gs://ding_lab_reference/Homo_sapiens_assembly19.fasta.fai,dictfile=gs://ding_lab_reference/Homo_sapiens_assembly19.dict,bamfile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CH-5744-10A-01D-1572_130104_SN1120_0209_BD1KP6ACXX_s_6_rg.sorted.bam,baifile=gs://5aa919de-0aa0-43ec-9ec3-288481102b6d/tcga/PRAD/DNA/WGS/HMS-RK/ILLUMINA/TCGA-CH-5744-10A-01D-1572_130104_SN1120_0209_BD1KP6ACXX_s_6_rg.sorted.bam.bai,sample=TCGA-CH-5744-10A-01D-1572-02,passvalue=LowPass --logging gs://wliang/germline_snakemake/logging/LowPass/TCGA-CH-5744-10A-01D-1572-02 --outputs outputPath=gs://wliang/germline_snakemake/output/LowPass/TCGA-CH-5744-10A-01D-1572-02	Pending	Not_Assigend	0.0
