sample	reference	bampath	filename
TCGA-86-8358-10A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-86-8358-10A-01D-A46I-10_wgs_Illumina.bam	TCGA-86-8358-10A-01D-A46I-10_wgs_Illumina.bam
TCGA-86-8585-10A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-86-8585-10A-01D-A46I-10_wgs_Illumina.bam	TCGA-86-8585-10A-01D-A46I-10_wgs_Illumina.bam
TCGA-86-8673-10A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-86-8673-10A-01D-A46I-10_wgs_Illumina.bam	TCGA-86-8673-10A-01D-A46I-10_wgs_Illumina.bam
TCGA-91-6830-11A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-91-6830-11A-01D-A46I-10_wgs_Illumina.bam	TCGA-91-6830-11A-01D-A46I-10_wgs_Illumina.bam
TCGA-91-6831-11A-02D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-91-6831-11A-02D-A46I-10_wgs_Illumina.bam	TCGA-91-6831-11A-02D-A46I-10_wgs_Illumina.bam
TCGA-91-6848-11A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-91-6848-11A-01D-A46I-10_wgs_Illumina.bam	TCGA-91-6848-11A-01D-A46I-10_wgs_Illumina.bam
TCGA-91-7771-10A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-91-7771-10A-01D-A46I-10_wgs_Illumina.bam	TCGA-91-7771-10A-01D-A46I-10_wgs_Illumina.bam
TCGA-91-8499-10A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-91-8499-10A-01D-A46I-10_wgs_Illumina.bam	TCGA-91-8499-10A-01D-A46I-10_wgs_Illumina.bam
TCGA-91-A4BC-10A-01D-A46I-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-91-A4BC-10A-01D-A46I-10_wgs_Illumina.bam	TCGA-91-A4BC-10A-01D-A46I-10_wgs_Illumina.bam
TCGA-95-7039-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-95-7039-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-95-7039-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-95-7948-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-95-7948-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-95-7948-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-7552-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-7552-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-7552-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-7937-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-7937-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-7937-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-8172-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-8172-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-8172-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-8174-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-8174-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-8174-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-8179-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-8179-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-8179-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-A4LX-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-A4LX-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-A4LX-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-A4M2-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-A4M2-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-A4M2-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-97-A4M3-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-97-A4M3-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-97-A4M3-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-J2-A4AD-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-J2-A4AD-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-J2-A4AD-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-MP-A4T2-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-MP-A4T2-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-MP-A4T2-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-MP-A4TA-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-MP-A4TA-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-MP-A4TA-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-MP-A4TC-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-MP-A4TC-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-MP-A4TC-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-MP-A4TH-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-MP-A4TH-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-MP-A4TH-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-MP-A5C7-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-MP-A5C7-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-MP-A5C7-10A-01D-A46J-10_wgs_Illumina.bam
TCGA-NJ-A4YQ-10A-01D-A46J-10	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/ref/GRCh37-lite.fa	/gscmnt/gc3024/dinglab/medseq/Noncoding_eQTL/LUAD_driverless/bam/TCGA-NJ-A4YQ-10A-01D-A46J-10_wgs_Illumina.bam	TCGA-NJ-A4YQ-10A-01D-A46J-10_wgs_Illumina.bam
